survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_fill_mean,fare_log
1,1,female,63.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,63.0,4.368919865004903
0,3,female,45.0,0,0,7.75,S,Third,woman,False,,Southampton,no,True,45.0,2.169053700369523
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,28.0,0.0
0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,7.0,3.405355391810819
1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,35.0,3.056356895370426
0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,65.0,2.169053700369523
0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,28.0,2.180891922715322
0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,16.0,2.3513752571634776
1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,19.0,2.2027647577118348
0,1,male,,0,0,26.0,S,First,man,True,A,Southampton,no,True,28.0,3.295836866004329
0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,33.0,2.2682524139135403
1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,30.0,2.3513752571634776
0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,22.0,2.1855792552411137
1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,42.0,2.639057329615259
1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,22.0,2.169053700369523
1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,26.0,4.380149874661021
1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,19.0,4.5226490762785785
0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,36.0,2.630088659632498
0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,24.0,2.2874714551839976
0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,24.0,2.1855792552411137
0,1,male,,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,28.0,3.357621598945279
0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,23.5,2.1076888046179385
0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,2.0,5.027492411162679
1,1,male,,0,0,30.5,S,First,man,True,C,Southampton,yes,True,28.0,3.449987545831587
1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,50.0,5.515526544247129
1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.169053700369523
1,3,male,,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,28.0,3.188416617383492
0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,19.0,0.0
1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,28.0,2.5915163848462583
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,0.92,5.027492411162679
1,1,female,,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,28.0,4.717456363787216
1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,17.0,4.699570861409576
0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,30.0,3.2188758248682006
1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,30.0,4.0592215752427645
1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,24.0,4.432699549165613
1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,18.0,5.5735788721243535
0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,26.0,3.295836866004329
0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,43.0,3.305053521109253
1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,26.0,2.180891922715322
1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,24.0,3.295836866004329
0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,54.0,2.70805020110221
1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,31.0,5.11118445372147
1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,40.0,4.908971640319756
0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,22.0,2.1102132003465894
0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,27.0,2.1855792552411137
1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,30.0,2.5915163848462583
1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,22.0,3.4011973816621555
0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False,28.0,4.256321678298823
1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,36.0,4.91730069488021
0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,61.0,1.9792758428991135
1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,36.0,2.639057329615259
1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,31.0,3.0692150503137943
1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,16.0,4.077184839375167
1,3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,28.0,3.188416617383492
0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,45.5,3.3843902633457743
0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,38.0,5.039951348430309
0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,16.0,2.9444389791664403
1,1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False,28.0,4.902678819257608
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,29.0,4.213607983048918
1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,41.0,4.908971640319756
1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,45.0,2.2027647577118348
0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,45.0,3.597312260588446
1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,2.0,3.295836866004329
1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,24.0,5.575949103146316
0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,28.0,2.639057329615259
0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,25.0,2.639057329615259
0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,36.0,2.639057329615259
1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,24.0,2.639057329615259
1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,40.0,2.639057329615259
1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,28.0,2.8390784635086144
1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,3.0,2.827313621929028
0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,42.0,2.2682524139135403
0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,23.0,2.3248357019288655
0,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True,28.0,3.58351893845611
0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,15.0,2.1076888046179385
0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,25.0,2.9338568698359033
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,28.0,2.1071782966514356
0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,28.0,2.3513752571634776
1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,22.0,4.02535169073515
0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,38.0,2.639057329615259
1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.1837114628556327
1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.1837114628556327
0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,40.0,3.3638415951183864
0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,29.0,3.357621598945279
0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,45.0,2.737880811060884
0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,35.0,2.085672091430472
0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,28.0,2.803360380906535
0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,30.0,2.1102132003465894
1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,60.0,4.334017415487521
1,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,28.0,2.1076888046179385
1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.169053700369523
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,24.0,4.252771798816619
1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,25.0,4.0332082470129285
0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,18.0,2.0143428636837015
0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,19.0,2.2027647577118348
0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,22.0,4.91730069488021
0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,3.0,3.094445746490024
1,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,28.0,4.420896324687287
1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,22.0,2.1102132003465894
0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,27.0,5.358941988364472
0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,20.0,1.6119347926326877
0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,19.0,2.1719067693519296
1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,42.0,5.4316456135398825
1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,1.0,2.817902613071225
0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,32.0,2.188856327665703
1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,35.0,3.970291913552122
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,18.0,4.310799125385514
0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,1.0,3.8691155044168695
1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,36.0,2.639057329615259
0,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,28.0,2.1666737276227077
1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,17.0,2.5649493574615367
1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,36.0,4.795790545596741
1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,21.0,2.174274334826008
0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,28.0,2.188856327665703
1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,23.0,4.738607824217808
1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,24.0,2.8735646395797834
0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,22.0,2.174274334826008
0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,31.0,2.180891922715322
0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,46.0,3.295836866004329
0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,23.0,2.4423470353692043
1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,28.0,2.613739521630969
1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,39.0,2.188856327665703
0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,26.0,2.2027647577118348
0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,21.0,2.3818582738885534
0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,28.0,2.8243506567983707
0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,20.0,2.2682524139135403
0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,34.0,3.091042453358316
0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,51.0,2.169053700369523
1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,3.0,2.9831534913471307
0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,21.0,2.1719067693519296
0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,28.0,3.275887339030031
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,28.0,2.061570298060867
1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,33.0,4.51085950651685
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,28.0,0.0
1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,44.0,2.188856327665703
0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,28.0,2.2027647577118348
1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,34.0,3.5115454388310208
1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,18.0,2.639057329615259
0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,30.0,2.639057329615259
0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,10.0,3.224857896545748
0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,28.0,2.1855792552411137
0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,21.0,2.167143305297764
0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,29.0,2.1832383353614793
0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,28.0,2.7343675094195836
0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,18.0,3.0545906305603445
0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,28.0,2.1102132003465894
1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,28.0,3.295836866004329
1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,19.0,3.295836866004329
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,28.0,2.169053700369523
1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,32.0,2.2027647577118348
1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,28.0,3.3160025355989236
1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,28.0,2.8390784635086144
1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,42.0,3.295836866004329
0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,17.0,2.094945728215801
0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,50.0,4.041295341132285
1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,14.0,4.795790545596741
0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,21.0,3.5660053559634015
1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,24.0,2.9831534913471307
0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,64.0,5.575949103146316
0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,31.0,2.4423470353692043
1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,45.0,3.305053521109253
0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,20.0,2.3513752571634776
0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,25.0,2.1719067693519296
1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,28.0,2.639057329615259
1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,28.0,2.2096470973347766
1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,4.0,4.417131919904876
1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,13.0,3.0204248861443626
1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,34.0,3.3160025355989236
1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,5.0,3.0085645861193133
1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,52.0,3.449987545831587
0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,36.0,3.3586377672433594
0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,28.0,3.0429354648621407
0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,30.0,3.3586377672433594
1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,49.0,4.500966778400217
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,29.0,2.1855792552411137
0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,65.0,3.3160025355989236
1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,28.0,3.967694202798607
1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,50.0,2.4423470353692043
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,28.0,2.169053700369523
1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,48.0,3.3160025355989236
0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,34.0,2.2027647577118348
0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,47.0,3.676300671907076
0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,48.0,2.639057329615259
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,38.0,2.085672091430472
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,28.0,0.0
0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,56.0,3.3160025355989236
0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,28.0,2.1661924680884908
1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,0.75,3.0085645861193133
0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True,28.0,2.1102132003465894
0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,38.0,2.2682524139135403
1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,33.0,3.3586377672433594
1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,23.0,2.694066212646058
0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,22.0,2.3830123421066602
0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True,28.0,3.970291913552122
0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,34.0,3.091042453358316
0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,29.0,2.0851502161468174
0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,22.0,2.142510233146819
1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,2.0,2.586823743668066
0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,9.0,3.8691155044168695
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,28.0,0.0
0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,50.0,2.2027647577118348
1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,63.0,2.3596740599781727
1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,25.0,4.5226490762785785
0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,28.0,3.275887339030031
1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,35.0,4.51085950651685
0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,58.0,3.4242626545931514
0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,30.0,2.2027647577118348
1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,9.0,2.827313621929028
0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False,28.0,3.0429354648621407
0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,21.0,2.1102132003465894
0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,55.0,3.449987545831587
0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,71.0,3.922056501139853
0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,21.0,2.2027647577118348
0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,28.0,2.738146075922933
1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,54.0,4.37281811610993
0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True,28.0,2.7788192719904172
0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,25.0,5.027492411162679
0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,24.0,2.174274334826008
0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,17.0,2.2682524139135403
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,21.0,2.169053700369523
0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,28.0,2.155151800914312
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,37.0,2.3596740599781727
1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,16.0,4.471638793363569
0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,18.0,4.699570861409576
1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,33.0,3.295836866004329
1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True,28.0,3.3160025355989236
0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,28.0,3.1580636854714434
1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,26.0,4.051711901657239
1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,29.0,2.169053700369523
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,36.0,3.3064287218760624
1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,54.0,4.100989104940769
0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,24.0,2.139571923732859
0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,47.0,3.5559421706858756
1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,34.0,2.4423470353692043
0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,28.0,3.224857896545748
1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,36.0,3.295836866004329
0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,32.0,2.1855792552411137
1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,30.0,4.548599834499697
0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,22.0,2.1855792552411137
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,28.0,2.1071782966514356
1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,44.0,4.077184839375167
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,28.0,2.1076888046179385
0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,40.5,2.169053700369523
1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,50.0,2.4423470353692043
0,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True,28.0,5.406181146423973
0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,39.0,2.188856327665703
0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,23.0,2.5257286443082556
1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,2.0,3.295836866004329
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,28.0,2.1076888046179385
0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,17.0,2.1076888046179385
1,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,28.0,3.1509523813392697
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,30.0,2.2682524139135403
1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,7.0,3.305053521109253
0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,45.0,3.3160025355989236
1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,30.0,4.676792929661059
0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,28.0,2.740840023925201
1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,22.0,3.9219733362813143
1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,36.0,4.276666119016055
0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,9.0,3.4742929367327062
0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,11.0,3.4742929367327062
1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,32.0,3.295836866004329
0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,50.0,4.676792929661059
0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,64.0,3.295836866004329
1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,19.0,3.295836866004329
1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,28.0,2.6988412620169004
0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,33.0,3.0692150503137943
1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,8.0,3.6309854756950335
1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,17.0,4.717456363787216
